age,gender,height,weight
20388,1,166,73
17536,2,169,78
21253,1,157,71
23403,2,170,71
19840,2,170,69
19755,1,163,96
19151,2,178,67
22805,1,162,72
18049,1,167,68
19869,1,172,75
18201,1,154,77
19958,1,157,60
16210,1,162,58
23423,1,159,89
17508,2,171,74
22652,1,163,73
23263,2,167,80
16574,1,165,66
15213,1,160,59
18420,1,169,110
18244,2,169,83
18251,1,163,72
18903,1,168,76
17651,1,162,76
16559,1,169,73
18239,1,154,83
14664,1,151,49
18141,2,162,85
19045,1,167,90
18078,1,157,76
19625,2,176,82
21472,1,165,64
21001,2,162,92
21748,2,168,67
18007,1,160,62
20507,2,163,72
18854,1,160,72
15373,1,158,60
21984,1,164,68
16736,2,163,82
18159,1,158,65
19471,1,164,63
20491,1,160,62
21407,1,164,76
23334,1,146,62
19078,2,174,72
22828,2,164,76
19806,1,154,60
20549,2,176,64
23192,1,156,78
22000,1,163,69
16321,1,157,54
21225,2,176,82
21954,1,163,74
19553,1,154,68
18189,2,160,81
19990,1,164,94
21127,2,163,54
20516,2,170,72
19195,1,168,90
19701,2,165,63
21939,1,164,65
18034,1,157,64
16691,1,164,131
18767,1,165,65
21073,1,168,89
20271,2,180,110
17991,2,171,73
16777,1,150,80
21045,2,164,91
18995,1,160,60
17378,1,161,62
20261,1,162,71
21156,1,165,65
20273,1,169,64
19847,1,168,83
17421,1,160,60
14432,1,168,80
16121,2,174,82
16061,2,184,91
18159,1,152,71
21718,1,153,78
21852,1,172,84
19834,2,159,72
21765,2,166,66
16111,1,167,65
22396,1,162,78
20523,2,185,98
23424,2,173,90
18317,1,170,62
16140,1,153,59
14376,1,155,76
22601,1,169,75
22590,1,154,68
17531,1,171,68
18994,2,165,69
20311,1,160,65
16136,1,165,65
21187,2,165,90
19546,2,180,78
19519,1,158,70
16053,1,175,60
22691,2,177,115
20572,1,167,65
22681,1,158,69
21111,1,154,49
16080,1,165,70
17555,2,169,89
21346,1,158,68
14505,1,159,79
19671,2,165,65
15216,2,162,75
19730,1,158,83
20474,1,160,62
21979,1,162,64
14341,2,161,64
21780,2,168,70
22840,2,166,73
14797,1,150,80
23551,2,178,78
21370,1,148,86
21900,2,164,61
23410,2,168,70
19624,1,160,84
14570,2,173,80
23439,2,163,60
19666,1,155,79
20315,1,170,67
22499,1,161,94
21890,1,161,64
15829,1,165,79
21047,1,168,59
19697,2,170,69
18948,1,160,58
18138,2,169,79
20371,2,181,87
23239,2,163,98
18079,1,166,69
15541,1,159,62
16880,1,165,117
21207,1,170,70
18458,2,172,80
20328,1,159,53
19749,1,158,97
21135,1,158,83
14720,1,163,79
21158,1,168,64
14835,1,168,97
15421,1,155,163
18863,2,179,88
17602,2,181,91
15946,2,170,61
21975,2,169,65
21951,2,168,70
17452,2,170,62
23195,1,150,69
16046,2,175,65
15281,2,172,83
16784,1,158,81
21102,1,167,68
20408,1,168,79
14627,1,172,75
21238,1,162,81
18158,2,170,104
17706,2,163,66
19163,2,161,68
19961,1,156,72
18702,1,160,71
20354,1,160,60
19731,2,171,56
23406,2,170,95
22521,1,154,58
22005,1,165,66
16224,1,158,55
19791,1,155,75
19751,1,165,69
20351,2,168,70
21066,2,154,47
21915,1,165,70
18116,1,157,56
14793,2,180,67
22009,1,160,90
17474,1,160,60
18269,1,165,63
23517,1,160,72
19720,1,156,69
14771,2,179,70
17360,1,164,76
19782,1,153,80
20510,1,167,77
16032,1,176,103
19013,1,167,58
18326,1,150,47
19625,1,160,75
22686,1,159,65
18186,1,153,67
21052,2,163,66
18094,1,166,69
21147,1,162,69
21226,1,160,75
18797,2,176,102
20384,1,150,60
16958,2,172,84
21050,1,164,62
18263,1,167,69
21295,2,169,89
20371,1,170,74
22876,2,168,64
19062,1,164,90
19911,1,162,61
18991,1,170,76
22479,2,167,100
20256,2,170,85
17393,2,165,62
21819,1,161,100
18976,1,164,76
18869,1,158,96
21810,2,170,70
23268,2,162,87
23284,1,154,61
17952,1,172,74
21688,1,165,65
20393,1,165,71
18107,1,158,50
15138,1,160,71
16139,2,170,84
16209,2,169,65
19771,1,172,79
14449,2,172,82
22491,1,158,64
18310,1,160,62
19900,2,166,98
14462,1,168,66
22507,2,180,70
18523,1,161,80
21121,1,162,75
16855,2,176,100
22057,1,165,70
20301,2,169,71
15556,2,173,78
15253,1,162,62
23255,2,173,80
19024,1,164,68
21141,1,144,80
20426,1,165,90
20923,2,157,53
19950,1,168,65
18916,1,162,61
16802,1,154,130
22878,1,156,65
19923,1,168,70
18959,1,165,78
19665,2,170,66
16908,1,148,55
18946,2,168,72
21259,2,178,101
14622,2,179,85
16194,1,160,59
19018,2,173,71
19594,2,163,81
19755,2,168,72
15230,1,168,71
19808,1,156,61
16251,1,170,67
19244,1,163,60
18970,1,172,67
19695,1,163,69
21843,2,170,86
16053,2,176,61
18097,1,165,84
22751,1,168,65
19771,2,168,68
14895,1,169,62
22733,1,160,72
15290,1,155,65
20427,1,170,78
21363,1,170,70
23189,1,159,65
20466,2,174,87
18071,1,170,72
22679,2,177,87
17221,2,161,69
21828,2,172,92
16790,1,154,65
21179,2,174,68
18737,1,167,96
19755,2,171,80
14682,1,156,55
17314,2,168,62
18446,2,165,74
19659,1,164,74
19164,2,168,85
19880,2,170,87
21340,1,162,75
20268,1,162,62
18451,1,164,94
21714,1,164,93
19232,1,164,81
18002,2,180,72
20437,1,158,66
16551,1,168,73
20542,1,165,65
15324,2,167,70
20396,1,159,85
23225,1,179,77
15955,1,166,84
18805,1,164,84
20519,2,165,63
18233,1,163,68
20534,1,155,74
19610,2,177,99
23159,1,155,54
22685,1,165,67
21827,2,172,113
22322,1,168,90
20426,2,174,75
19949,1,178,69
22086,1,167,45
18074,1,168,66
21057,1,156,59
16732,2,169,76
20715,2,168,59
22013,1,157,60
22590,1,159,67
19628,1,162,60
23316,2,160,50
19047,2,173,80
17601,1,157,91
23436,1,158,59
21332,2,171,107
20447,1,155,67
21087,1,158,86
23545,2,175,72
20422,2,158,65
20920,2,173,73
16842,1,157,63
22558,1,163,67
21828,2,170,80
20457,1,154,78
22696,2,165,84
14621,1,151,53
22690,1,159,60
21882,1,152,67
21221,2,169,78
23488,2,173,81
14456,1,165,80
18434,2,170,80
20331,1,162,78
19106,2,147,54
21741,1,168,68
16044,1,163,80
20428,1,165,65
19080,1,171,78
18123,2,167,59
14641,2,180,90
14825,1,174,73
15334,1,162,92
22651,2,159,80
17642,1,152,63
23522,1,165,58
23254,2,162,80
19569,1,153,92
19631,1,158,51
14618,1,163,105
23263,2,160,62
19618,1,164,94
22462,1,158,84
19639,2,176,93
20559,1,160,61
23271,1,163,68
18301,1,161,70
18619,1,165,54
17559,1,160,66
18425,1,142,44
19079,1,163,90
18813,1,169,65
18789,1,165,65
18094,1,157,60
20218,1,163,80
18931,1,171,82
18099,1,159,49
18100,1,146,67
21988,2,167,69
15374,1,170,58
20965,1,170,80
23396,2,160,60
23364,2,168,108
18872,1,160,92
19801,2,171,92
21876,1,161,68
14471,1,154,68
22038,1,163,71
15904,2,173,97
16841,2,162,100
20343,1,160,78
20462,1,170,76
20439,1,148,63
18776,1,175,80
19135,1,164,77
18894,1,156,84
19865,1,154,58
15239,2,172,62
23452,1,156,72
14571,1,159,96
20218,2,171,64
15110,1,165,70
21146,2,169,63
21671,2,183,78
14590,1,167,80
21483,1,172,80
15150,2,185,100
20383,2,161,65
17311,1,159,58
17545,1,167,81
19544,2,162,60
18896,1,165,64
20324,1,159,80
16096,1,163,58
16144,2,168,62
22068,1,159,68
17383,2,168,70
20512,1,157,67
21786,2,177,79
20259,1,153,65
17458,1,160,60
15997,1,154,72
23269,1,158,58
16158,1,163,51
18842,1,170,48
17053,1,170,69
14523,2,167,71
20677,1,165,70
21728,1,169,65
21991,2,184,108
21052,1,146,69
17335,1,158,70
16728,1,164,59
23522,2,174,78
21352,1,163,56
17455,2,178,109
19151,1,164,65
19637,1,150,65
22535,1,157,63
22021,1,167,65
19182,2,186,97
19784,2,169,72
23131,1,164,68
19680,1,167,102
20193,1,167,68
17032,2,175,72
21077,1,170,70
18840,1,160,68
23394,2,160,90
21908,1,158,57
14362,1,165,82
15867,1,160,77
19516,1,173,87
16872,1,165,85
21757,2,170,70
18124,1,165,65
21102,2,172,72
21025,2,166,81
20535,2,168,86
21174,1,162,74
14491,1,159,60
20306,1,165,71
16730,2,177,109
23174,2,164,97
16164,1,168,65
21140,1,154,64
21678,2,176,68
20988,1,158,55
19657,1,167,85
19705,1,165,75
21759,1,159,73
20562,1,163,80
23389,1,158,77
18977,1,162,70
18232,1,169,67
22022,1,165,67
19003,1,162,75
15274,1,163,81
21674,1,158,87
20990,1,160,91
21548,2,169,72
22850,1,158,65
18791,2,163,85
20462,1,158,64
19082,2,168,83
19662,1,180,68
18137,2,178,71
22659,2,168,77
19831,1,160,84
20362,1,160,72
17457,2,175,93
22869,1,159,72
18940,2,176,105
16860,1,162,60
20526,1,166,60
22555,1,165,60
22525,2,175,88
20577,2,185,68
19911,1,158,63
15840,1,166,52
16880,2,165,62
14588,1,165,85
14294,1,166,80
16517,2,162,59
21289,2,162,65
22639,1,151,69
23146,1,161,74
20271,2,172,65
20334,2,168,73
19478,1,155,76
16693,1,165,102
20628,2,162,52
15234,1,160,60
17697,1,165,60
14706,1,168,72
18251,2,170,70
16729,1,153,65
21873,1,163,65
21854,1,163,85
15247,2,162,62
14521,1,155,85
22685,2,172,78
15366,2,166,57
19014,2,170,75
14637,1,156,67
15194,1,156,70
20474,2,160,75
15846,1,150,55
20538,1,160,64
17374,1,162,62
16033,1,167,74
19741,2,178,77
22460,1,165,70
17533,1,156,58
20468,1,161,88
21272,2,170,65
19822,1,164,76
17445,1,159,55
16848,1,148,81
22416,2,183,89
16567,1,162,61
21988,1,165,65
18940,1,156,57
14502,1,165,100
18908,2,163,64
14611,1,165,54
21146,1,154,50
23159,1,165,73
19765,1,168,68
19568,1,169,71
17576,1,164,83
21741,1,166,80
23509,1,152,54
22372,1,154,62
14619,2,167,91
21166,1,168,66
16747,1,168,67
18922,1,165,76
18565,1,165,52
23234,2,174,76
17600,1,158,46
23392,1,165,63
19735,2,176,83
15938,1,158,52
22903,2,169,74
16931,2,162,69
20899,1,154,71
23286,1,156,72
21151,2,168,70
15328,1,159,76
21208,2,160,60
14774,2,174,60
20378,1,158,62
19064,1,155,67
21788,2,172,78
23507,1,158,68
21991,1,156,56
16203,2,170,53
21968,1,158,61
19675,1,159,112
19623,1,154,73
19609,1,164,70
18191,2,175,81
21269,2,170,70
18896,1,159,67
18889,1,162,51
19616,1,170,65
16036,1,163,55
16800,2,175,79
22044,2,180,61
19615,1,153,58
18862,2,180,102
23230,1,165,63
16863,2,166,66
21121,1,160,80
22727,2,167,76
19977,1,163,69
21252,2,167,83
16768,2,163,61
18416,2,169,71
19740,1,162,60
18859,1,150,89
16602,2,182,73
21935,1,157,61
19566,1,162,68
16561,2,159,64
18994,1,160,65
20975,1,165,56
23344,2,170,67
23246,1,155,71
15911,2,178,69
21108,2,164,102
18936,2,170,76
21883,1,141,51
18400,2,160,60
18854,2,165,64
15187,1,160,79
23189,2,174,84
22907,1,159,64
21908,2,163,75
17734,1,158,78
16638,1,157,69
21823,2,160,67
21889,1,168,70
18194,1,160,88
16666,1,164,68
14787,2,187,107
21007,1,158,66
21261,1,160,60
22566,2,168,69
18175,1,168,85
18848,1,151,65
22164,1,160,70
18234,1,164,65
18717,2,185,108
19595,1,169,75
15942,1,159,61
18086,2,170,91
19658,1,156,83
20950,1,160,68
17592,1,160,46
18754,1,165,87
22526,2,170,78
23302,2,172,105
15370,2,178,74
21172,1,151,92
17471,1,162,90
19639,2,171,78
21276,2,170,75
19780,1,158,70
21735,1,155,75
22836,1,154,65
16835,1,163,59
15125,1,155,60
14425,1,160,63
21765,1,169,61
15863,1,160,75
18840,1,163,63
14625,2,173,64
19723,1,163,74
18267,1,153,97
15910,1,162,55
20529,1,162,82
18965,1,155,55
21968,2,169,66
21916,2,161,70
20254,1,164,91
18169,1,154,88
18724,2,186,96
17046,1,165,62
20978,1,165,55
18387,1,160,70
20496,2,172,90
14630,2,181,90
23250,1,158,80
21953,1,174,69
23482,2,167,71
22714,2,170,78
20962,1,160,63
22638,2,169,74
18094,1,150,77
17419,2,174,79
23359,1,162,71
20286,1,160,84
15318,2,174,50
17559,2,173,72
21179,1,158,56
16183,1,180,91
23309,1,152,70
18989,2,157,54
21163,1,146,63
17353,1,156,92
19825,1,168,78
17617,1,169,85
18860,1,162,65
22713,1,156,74
14325,2,167,51
21918,1,161,93
16586,1,168,90
20500,1,174,78
19163,1,163,73
21058,1,161,65
15368,2,150,52
16869,2,176,75
14562,1,180,79
20404,1,150,50
19721,1,180,73
21950,1,155,70
16595,2,165,59
19037,1,158,48
20570,1,165,60
21217,1,152,87
23312,1,169,70
15570,2,170,76
21268,1,156,51
20470,1,154,74
18905,1,175,77
20516,1,161,69
21914,1,169,64
22597,1,153,90
19170,1,170,109
21794,1,163,72
19678,2,175,102
18150,2,160,73
17631,1,154,64
14713,2,175,83
21205,1,152,67
17338,2,168,67
15232,2,173,70
16633,1,158,77
17482,1,156,64
17480,1,150,50
19613,1,160,57
15595,1,160,62
14590,1,165,81
15947,2,160,70
20307,2,165,65
21957,1,168,64
21013,1,150,58
21379,1,171,83
14515,1,162,54
16808,1,162,75
20499,1,153,64
19688,1,158,57
19823,2,168,67
18293,1,151,69
18175,2,162,65
19973,2,164,65
15480,1,172,70
21158,1,154,55
18053,2,168,75
18999,2,178,83
19657,2,175,72
21814,1,160,65
21824,1,164,96
15424,1,158,45
20445,1,158,71
15151,2,160,65
17555,1,172,70
21879,1,165,85
21785,2,162,84
15966,2,164,66
21853,1,170,80
15220,1,170,70
15226,1,158,75
18195,1,156,68
19529,2,171,69
15995,2,172,89
22407,1,152,110
21273,2,163,63
15531,1,169,72
23193,1,162,162
14633,1,165,81
21170,1,173,71
21334,1,152,38
22572,1,165,75
16123,2,168,70
19761,1,163,72
15317,1,158,54
22495,2,163,62
22413,1,163,58
23442,1,155,80
18936,2,180,65
17678,1,154,69
20948,2,170,86
18988,1,162,63
21917,1,168,65
21323,2,170,96
21400,1,158,131
22592,1,157,94
20172,2,174,68
23175,2,179,83
23572,2,173,68
16640,2,169,65
19734,1,165,64
21146,2,175,80
19135,1,168,59
19145,1,155,108
19064,2,167,70
21910,1,159,65
14840,1,158,65
18229,1,167,65
21922,1,164,68
19801,2,185,80
15481,1,160,85
17980,1,160,90
21902,1,161,74
21280,2,169,74
19927,1,170,65
14596,2,168,90
14827,1,162,61
19813,2,168,106
17422,2,172,75
16109,1,155,55
23291,1,166,78
19873,1,170,70
18320,1,165,75
20617,2,160,84
16726,2,175,80
23228,2,167,80
21191,2,176,77
15289,2,167,68
20168,1,149,82
20391,2,166,61
18137,2,174,100
19000,2,169,69
20999,1,147,70
20594,1,170,65
20387,1,160,72
19914,1,158,65
21832,2,167,86
19158,1,162,140
19901,1,162,53
19493,1,160,58
23129,1,152,60
17413,1,152,64
18384,1,165,73
18598,1,163,65
21233,1,153,68
23380,1,164,117
21143,1,156,83
18243,2,160,75
21985,1,153,66
21033,1,164,101
14786,1,170,69
18783,1,160,75
18988,1,165,88
21051,1,163,57
17448,1,156,79
18719,2,172,62
15932,1,158,64
19587,1,157,92
22581,1,170,70
21773,1,162,85
22820,2,170,80
23303,2,167,63
19840,1,160,62
18320,1,160,73
16145,1,155,54
21236,2,174,78
22567,2,156,70
18216,1,167,77
18958,1,159,92
17468,1,168,60
14546,1,120,80
19226,1,177,78
21256,1,167,57
16925,2,170,72
19681,1,160,55
23125,1,160,90
21314,1,154,69
21846,1,158,80
22594,1,160,58
19060,1,181,85
19659,1,165,74
16177,1,159,71
21151,2,169,92
18134,1,167,69
21840,1,162,74
15270,1,168,65
21226,1,158,60
23297,1,154,65
17626,1,154,64
19649,1,167,84
21829,1,162,83
18860,2,170,70
21933,2,165,60
21857,2,177,105
19034,2,174,74
18187,2,180,78
20373,1,164,71
18344,2,178,70
14829,1,165,70
19714,2,178,95
15146,1,151,62
22620,1,160,86
20733,1,170,94
22036,1,175,69
19768,1,166,79
21942,2,178,67
21186,1,170,69
20587,1,156,60
19051,1,165,55
15155,2,172,60
15896,1,166,62
18910,1,155,78
22055,1,160,55
14848,2,178,127
21824,2,168,78
18177,2,169,71
22640,1,153,66
14418,2,176,115
18040,2,159,56
20464,2,167,57
21741,2,163,82
21254,2,169,98
17455,2,168,76
17559,1,172,70
22360,1,152,65
20758,2,167,82
18265,2,170,68
21932,2,170,68
14646,2,160,70
22647,1,160,58
23332,1,165,78
14580,1,163,63
15409,1,169,79
16255,2,178,85
21125,1,154,65
22605,1,156,86
18230,2,173,84
19179,1,167,74
22637,1,167,64
21110,1,168,53
17617,2,168,80
19741,1,165,65
21975,2,168,74
19660,2,165,68
19563,2,177,74
18895,2,170,77
23522,2,175,80
18482,2,176,80
19708,1,160,58
20469,2,152,49
18411,2,169,70
15894,1,160,59
23508,1,165,70
15168,1,152,72
16006,2,167,75
20439,1,158,74
22772,1,163,82
22074,1,153,85
19812,1,175,85
17329,2,178,88
23149,2,168,74
22632,1,161,60
19447,2,161,54
20512,2,168,67
19891,2,167,81
21443,2,161,82
21069,1,156,78
17413,2,179,81
16579,2,171,93
21671,1,170,78
17645,1,150,65
14438,2,175,73
15264,2,170,64
18417,2,173,101
18079,2,168,85
15564,2,172,69
18910,2,175,129
21056,1,155,59
17380,1,169,81
22379,1,164,94
21048,1,165,76
16709,1,155,50
17815,1,158,77
19576,1,177,132
19721,1,148,58
23211,1,153,68
16184,2,168,89
19762,1,162,72
23449,1,151,83
18203,1,165,65
19835,1,158,75
21097,1,157,59
19650,2,178,110
14769,2,178,68
21186,2,170,80
19078,2,170,91
15366,1,163,71
19170,1,172,89
15836,2,169,78
15419,2,172,71
21191,2,170,70
19721,1,168,84
23191,2,160,63
18382,2,170,82
16669,1,152,49
19710,2,156,60
15869,1,163,72
21772,2,167,64
19976,1,169,66
22060,1,156,71
22643,1,171,64
20511,1,167,112
21725,1,152,86
15456,2,175,82
19233,1,165,68
22610,2,180,83
23391,2,176,100
22038,1,163,95
19748,1,162,82
19681,1,165,78
17216,1,159,69
14842,1,176,64
19013,1,158,76
20520,1,157,64
21801,2,174,62
22586,1,154,99
23320,2,163,102
20433,1,162,68
22599,1,167,60
21203,1,162,89
19625,1,152,70
19005,1,155,67
17309,1,165,60
19132,1,156,50
20149,1,161,62
16219,2,170,66
18291,1,172,95
16347,1,165,79
22576,2,170,90
16755,1,165,100
20663,2,168,63
21892,1,164,62
19729,1,158,60
20545,2,170,88
16534,2,169,70
23482,2,177,82
20387,2,162,80
20198,1,151,58
21064,1,154,75
23299,1,155,64
22397,1,157,86
19063,2,175,68
22480,1,159,92
19814,1,164,58
23557,2,165,76
19784,2,176,88
18297,2,160,62
20655,1,169,68
20132,2,170,72
17584,2,176,90
20638,2,178,84
19088,2,172,83
21305,1,165,89
19771,1,160,83
19892,1,166,97
18976,2,178,83
21345,2,168,86
21252,2,183,105
21711,1,153,74
17360,2,168,88
20539,2,175,65
15268,1,156,112
15843,2,169,80
19078,2,174,63
20418,2,168,70
15984,1,162,82
19430,1,154,69
16648,1,155,56
22485,2,174,74
20272,1,168,54
21921,1,154,92
14681,1,165,55
22053,1,163,92
21029,1,151,56
18015,1,157,69
21439,1,172,75
23392,2,165,67
18948,2,160,68
15796,1,163,68
20980,1,154,79
21236,1,164,100
21166,2,171,70
14770,1,167,84
14458,2,174,86
21204,1,148,66
14454,1,150,65
17585,1,170,81
19494,1,165,62
23354,1,156,93
18184,1,175,67
18308,1,158,93
22594,1,159,61
14898,1,165,73
22611,1,168,68
14575,2,167,94
17706,2,162,67
18197,1,158,104
19713,1,165,70
15932,1,170,60
15121,1,159,97
16782,1,171,79
16231,1,168,69
17459,1,153,75
14593,1,158,58
22645,1,160,60
16791,2,170,80
14861,1,164,50
19687,1,161,73
18164,2,175,77
21367,1,169,65
21438,1,157,58
20922,2,168,75
18368,2,174,78
22817,1,160,88
19094,1,168,66
19633,2,176,79
14833,1,162,75
14442,1,159,73
14778,1,164,54
21783,1,153,65
17453,1,174,135
18306,2,174,86
21269,2,170,84
14562,1,160,72
18831,1,157,63
15856,1,172,57
21252,1,169,72
18235,2,169,72
20626,2,174,55
22672,1,164,78
18335,2,150,80
22682,1,170,65
18152,1,152,73
19465,2,185,80
18951,2,165,65
14398,2,172,65
23215,1,160,70
17542,1,148,48
15585,2,175,85
18541,1,167,64
21311,1,165,65
21853,1,168,63
21150,1,152,74
21980,2,171,81
19600,1,152,63
18339,1,178,75
20386,1,150,67
19250,1,174,81
18336,2,170,68
22690,2,167,65
14809,1,162,60
16966,2,156,67
19884,1,147,58
20385,2,167,83
18488,1,168,85
18379,1,161,49
22208,1,156,63
23224,1,147,70
18934,1,164,57
20437,2,168,82
17648,2,176,72
19787,1,165,74
18060,1,160,60
21186,1,156,84
21380,1,170,76
20880,1,152,69
16988,1,163,88
15176,2,186,92
18751,2,168,76
21717,1,165,60
23078,1,154,65
16002,1,160,60
16788,2,178,71
14668,2,165,84
21857,1,154,105
19585,1,170,83
19853,2,167,121
16802,1,166,67
22616,1,158,75
19079,1,155,77
18308,1,165,74
19600,1,168,67
22599,2,166,74
14332,2,160,110
21935,1,156,70
19972,1,153,98
22858,1,156,95
19122,1,170,125
22733,1,153,68
20417,1,163,95
21229,2,169,70
17539,1,161,70
17007,1,168,72
19745,1,164,64
19713,1,165,90
16059,1,170,72
19022,2,168,71
19854,1,164,86
19579,1,154,76
19075,1,172,70
18033,1,172,62
14295,2,172,79
20496,2,163,51
18257,1,158,78
22014,1,166,68
15501,2,168,77
18034,2,186,86
23278,1,148,62
19160,1,166,68
21810,1,165,65
20532,2,175,70
23383,1,155,80
20463,1,163,95
22515,2,178,75
22531,2,162,64
23488,2,173,79
19777,1,112,167
22715,1,149,56
20582,1,167,72
20162,2,175,93
20376,1,163,74
19670,2,166,99
22582,1,164,70
19012,1,161,90
20265,1,165,95
18188,2,164,62
22606,2,173,73
21894,1,153,77
19059,1,165,65
18737,1,154,51
14438,1,159,58
23294,2,180,62
18506,1,164,68
16782,2,171,85
18241,1,163,74
16163,2,184,89
23255,1,163,66
18973,1,173,70
19723,1,185,85
17445,1,160,63
19637,2,157,52
16837,1,176,71
17562,2,163,64
20559,1,155,125
21783,2,179,65
20010,1,166,75
23500,1,162,68
19778,1,157,70
15478,2,169,66
20664,2,170,68
22679,1,162,59
21181,1,170,69
20474,1,155,77
21008,2,161,69
20223,1,163,56
21897,1,154,74
18305,1,163,60
20987,1,164,66
18388,1,162,95
19804,2,160,60
18980,2,190,92
21242,1,159,80
21823,1,157,80
18889,2,174,99
19563,2,170,70
19871,1,164,64
20489,2,161,54
15935,1,155,50
16098,1,161,72
23498,2,178,72
19551,1,154,73
23544,1,158,69
19541,2,176,95
21831,1,167,75
15394,1,161,55
18279,1,159,71
19708,1,153,60
19784,1,165,80
16828,1,162,68
18989,2,169,65
20656,2,165,178
16788,1,165,70
20478,1,157,69
21878,1,162,73
15319,1,162,60
14786,1,160,60
21927,1,155,67
18267,1,162,78
18066,1,154,87
17987,1,156,50
20938,2,172,94
21785,1,156,54
20421,1,150,69
23412,1,155,90
17413,1,167,71
20299,2,167,64
20428,2,170,68
19675,1,175,81
21720,2,173,113
20991,1,175,74
19499,2,162,85
21887,2,163,62
21278,2,174,101
18816,2,178,88
22753,1,161,74
17375,2,178,74
21066,1,166,72
18343,2,165,67
17613,1,160,82
19672,1,152,75
14476,2,165,74
22754,1,160,80
16006,1,180,75
19711,1,160,80
18185,1,175,80
22651,2,175,82
15967,1,165,83
18284,1,158,77
22056,1,165,63
20711,2,170,56
18829,1,158,76
23334,2,167,68
15927,1,163,62
21436,1,160,72
21925,2,172,74
23499,2,172,84
19114,1,161,58
18241,2,179,102
18395,1,165,78
17426,2,169,58
19995,2,170,60
23114,2,173,86
20987,2,168,66
22693,1,160,90
23180,1,130,60
21725,1,161,93
23577,2,169,65
20469,2,165,65
22544,1,152,68
17621,1,156,60
16653,1,164,62
22680,2,174,86
22422,1,160,95
21124,1,160,82
18064,1,155,55
18901,2,173,77
18037,1,167,68
18288,2,172,107
22619,1,169,67
20382,2,167,63
22580,2,162,58
23154,1,170,68
20552,1,156,96
19819,1,160,71
23180,1,153,71
21119,1,168,52
19942,1,165,70
23500,1,159,81
22871,1,178,68
19669,1,167,59
19851,1,152,61
19716,1,165,75
19538,1,160,59
21743,1,162,56
14673,1,165,76
18785,2,174,82
21795,1,151,51
21091,1,175,114
23321,2,177,92
18356,2,172,87
15570,1,167,75
21396,2,174,78
21227,1,153,71
18946,1,145,45
19037,1,151,64
17455,2,175,90
16960,2,180,82
15815,1,166,68
15761,1,148,42
14768,1,152,61
15205,2,170,67
18199,2,178,91
19697,1,165,78
18954,1,162,65
22449,1,158,90
18239,1,165,75
21795,2,175,95
18816,1,147,70
21912,2,168,67
19897,1,166,58
17514,1,166,87
19818,1,172,76
20498,1,165,85
19046,2,180,91
18990,1,165,63
18207,1,163,62
20353,1,152,69
17245,2,158,59
22700,1,162,77
22880,1,167,79
15103,2,172,97
18254,1,154,74
21357,2,175,111
20228,1,158,42
20390,1,162,71
19752,2,166,78
19756,1,156,68
23343,2,175,62
18939,1,157,59
19778,2,158,72
21950,1,164,64
21375,1,159,82
18766,1,174,76
21612,1,141,70
22356,1,162,64
18058,2,169,91
19809,1,159,94
19549,2,168,70
18939,2,173,66
18424,1,158,99
19589,1,155,75
17058,2,178,78
20474,1,162,85
23283,1,148,72
16861,1,156,67
23373,2,173,82
18217,1,168,65
20334,1,153,54
23400,2,163,78
23432,1,154,93
14493,1,154,55
18321,1,160,72
20180,1,164,65
19856,2,164,68
21787,2,165,68
15290,2,170,110
23498,2,160,60
15544,1,171,83
21847,1,170,70
19693,1,165,65
21311,1,168,72
22010,2,161,57
21185,1,159,62
21243,1,168,80
21644,2,168,68
22435,1,151,70
16302,1,170,65
20381,1,162,86
23284,2,182,111
23252,2,174,85
23446,2,180,67
22760,2,161,70
21054,1,153,51
14504,2,170,72
21927,1,154,56
21421,2,164,74
19901,2,170,75
19509,1,168,75
16020,1,160,88
23373,2,165,65
23372,2,172,83
15353,1,165,62
22371,1,155,75
17462,2,168,52
22029,1,165,56
21354,1,163,67
19650,2,156,62
22541,1,160,59
21354,1,170,71
21282,1,150,93
15207,1,175,58
15193,2,170,74
18274,1,171,69
19842,1,165,74
23111,2,164,87
17514,2,170,90
18371,2,165,68
17681,2,165,57
19795,2,164,71
17439,1,171,75
21889,1,164,72
16046,2,172,102
23429,1,170,80
21765,1,171,78
18427,1,166,74
16748,2,180,85
19737,1,161,72
22694,2,176,70
22646,2,166,85
19774,2,163,74
18826,2,162,64
20393,1,148,49
18067,1,162,81
23318,1,168,74
23162,1,156,62
20342,1,157,69
19606,2,173,84
17630,2,172,111
19788,1,168,70
21768,1,158,85
23504,1,160,60
18421,1,168,65
20224,1,175,126
20473,1,162,67
16813,2,163,60
23539,1,158,61
21504,1,166,79
15303,2,171,78
21671,1,156,73
23287,2,173,94
21019,2,170,81
18940,1,165,60
18435,1,160,67
15133,2,186,90
14454,1,169,83
21177,1,149,66
17479,1,164,58
18129,1,155,61
15458,1,164,78
19523,2,176,91
21142,1,159,66
16044,1,167,70
23223,1,153,96
20488,1,160,50
20406,2,162,70
14511,1,166,92
21633,1,152,48
22533,2,175,79
19891,1,172,76
19651,1,154,64
19707,2,168,59
15354,2,164,82
17537,1,164,105
18546,2,175,85
17487,1,178,70
22677,1,160,60
20410,2,160,75
15211,1,166,70
19697,1,177,70
19079,2,160,60
18820,2,167,70
18267,1,165,63
20259,2,168,85
14571,1,160,62
20936,2,171,76
16558,1,161,69
